"nivel","nombre","tipos","plazas"
"1","T�CNICO SUPERIOR I � CONTROL DE TRANCA DEPARTAMENTAL (10)","CONSULTOR","1"
"1","T�CNICO SUPERIOR I � CONTROL DE TRANCA DEPARTAMENTAL (11)","CONSULTOR","1"
"1","T�CNICO SUPERIOR I � CONTROL DE TRANCA DEPARTAMENTAL (13)","CONSULTOR","1"
"1","T�CNICO SUPERIOR I � CONTROL DE TRANCA DEPARTAMENTAL (14)","CONSULTOR","1"
"1","T�CNICO SUPERIOR I � CONTROL DE TRANCA DEPARTAMENTAL (15)","CONSULTOR","1"
"1","T�CNICO SUPERIOR I � CONTROL DE TRANCA DEPARTAMENTAL (16)","CONSULTOR","1"
"1","T�CNICO SUPERIOR I � CONTROL DE TRANCA DEPARTAMENTAL (2)","CONSULTOR","1"
"1","T�CNICO SUPERIOR I � CONTROL DE TRANCA DEPARTAMENTAL (3)","CONSULTOR","2"
"1","T�CNICO SUPERIOR I � CONTROL DE TRANCA DEPARTAMENTAL (6)","CONSULTOR","1"
"1","TECNICO SUPERIOR II","EVENTUAL","1"
"1","TECNICO SUPERIOR II - SEGUIMIENTO Y MONITOREO DE DOCUMENTOS","REGULAR","1"
"1","T�CNICO SUPERIOR II - T�CNICO ADMINISTRATIVO","REGULAR","1"
"1","T�CNICO SUPERIOR II - T�CNICO LABORATORISTA DE SUELOS","REGULAR","1"
"1","T�CNICO SUPERIOR II- EDICI�N Y CAMAR�GRAFO","REGULAR","1"
"1","T�CNICO SUPERIOR III - CONTRATACIONES MENORES","REGULAR","1"
"1","T�CNICO SUPERIOR IV  - ACTIVOS FIJOS INMUEBLES","REGULAR","1"
"1","T�CNICO SUPERIOR IV - ACTIVOS FIJOS I","REGULAR","1"
"1","T�CNICO SUPERIOR IV - ACTIVOS FIJOS I - I.T.T.I.A.","REGULAR","1"
"1","T�CNICO SUPERIOR IV - ACTIVOS FIJOS II","REGULAR","1"
"1","T�CNICO SUPERIOR IV - ACTIVOS FIJOS VEH�CULOS","REGULAR","1"
"1","T�CNICO SUPERIOR IV - ALIMENTACI�N Y NUTRICI�N","REGULAR","1"
"1","T�CNICO SUPERIOR IV - ARCHIVOS","REGULAR","1"
"1","T�CNICO SUPERIOR IV - BIBLIOTECA","REGULAR","1"
"1","T�CNICO SUPERIOR IV - BODEGA I","REGULAR","1"
"1","T�CNICO SUPERIOR IV - BODEGA II","REGULAR","1"
"1","T�CNICO SUPERIOR IV - CONTROL Y PAGO SERVICIOS B�SICOS","REGULAR","1"
"1","T�CNICO SUPERIOR IV - COTIZADOR I","REGULAR","1"
"1","T�CNICO SUPERIOR IV - COTIZADOR II","REGULAR","1"
"1","T�CNICO SUPERIOR IV - GESTI�N DE POL�TICAS SOCIALES","REGULAR","1"
"1","T�CNICO SUPERIOR IV - LABORATORIO DE TOPOGRAF�A Y GEODESIA","REGULAR","1"
"1","T�CNICO SUPERIOR IV - PRODUCTOR AUDIOVISUAL","REGULAR","1"
"1","T�CNICO SUPERIOR IV - RESPONSABLE DE LA GACETA OFICIAL","REGULAR","1"
"1","TECNICO SUPERIOR IV - SEGUIMIENTO Y MONITOREO DE DOCUMENTOS","REGULAR","1"
"1","T�CNICO SUPERIOR IV - T�CNICO DE MONITOREO","REGULAR","1"
"1","T�CNICO SUPERIOR IV - T�CNICO EN HARDWARE","REGULAR","1"
"1","T�CNICO SUPERIOR IV - T�CNICO EN REDES","REGULAR","1"
"1","T�CNICO SUPERIOR IV- CAUCI�N DE GARANTIAS","REGULAR","1"
"1","T�CNICO SUPERIOR IV- EDICI�N Y CAMAR�GRAFO","REGULAR","1"
"1","TECNICO SUPERIOR VII -  ABOGADO","EVENTUAL","1"
"0","ADMINISTRADOR III C","CONSULTOR","1"
"0","ADMINISTRATIVO I ","CONSULTOR","1"
"0","ADMINISTRATIVO I - SECRETARIA I","REGULAR","2"
"0","ADMINISTRATIVO II","CONSULTOR","2"
"0","ADMINISTRATIVO III","CONSULTOR","1"
"0","AGRONOMO Y/O MEDICO VETERINARIO - A","CONSULTOR","1"
"0","AGRONOMO Y/O MEDICO VETERINARIO - B","CONSULTOR","1"
"0","AGRONOMO Y/O MEDICO VETERINARIO - C","CONSULTOR","1"
"0","ALMACENERO","EVENTUAL","2"
"0","AYUDANTE ADMINISTRATIVO","CONSULTOR","2"
"0","AYUDANTE DE CAMPO - BRIGADA I","EVENTUAL","1"
"0","AYUDANTE DE CAMPO - II (BRIGADA I)","EVENTUAL","1"
"0","AYUDANTE DE SUPERVISION","CONSULTOR","1"
"0","AYUDANTE PROFESIONAL - T�CNICO II","CONSULTOR","1"
"0","AYUDANTE PROFESIONAL TECNICO - CONTROL DE TRANCA ","CONSULTOR","1"
"0","AYUDANTE PROFESIONAL TECNICO I","CONSULTOR","2"
"0","CHOFER PROFESIONAL I","CONSULTOR/EVENTUAL","3"
"0","CHOFER PROFESIONAL I - ALARIFE","CONSULTOR","1"
"0","CHOFER PROFESIONAL I - CHOFER DE CAMIONETA","CONSULTOR","2"
"0","CHOFER PROFESIONAL I - OPERADOR DE CISTERNA","CONSULTOR","1"
"0","CHOFER PROFESIONAL I - V2","CONSULTOR","1"
"0","CHOFER PROFESIONAL I -V1","CONSULTOR","1"
"0","CHOFER PROFESIONAL II","CONSULTOR/EVENTUAL/REGULAR","3"
"0","CHOFER PROFESIONAL V","CONSULTOR/EVENTUAL","6"
"0","CHOFER PROFESIONAL V - ALARIFE","CONSULTOR","1"
"0","CHOFER PROFESIONAL VI","REGULAR","1"
"0","CONDUCTOR C","REGULAR","1"
"0","COORDINADOR I - COORDINADOR DE PROGRAMA","CONSULTOR","1"
"0","DESARROLLADOR DE SOFTWARE","CONSULTOR","1"
"0","DIRECTOR TECNICO SERVICIO DEPARTAMENTAL DE SALUD","REGULAR","1"
"0","ENCARGADO DE PROYECTO I","EVENTUAL","1"
"0","ESPECIALISTA I - FISCAL DE OBRA","CONSULTOR","1"
"0","MECANICO DE EQUIPO PESADO Y LIVIANO","EVENTUAL","2"
"0","OPERADOR DE EQUIPO PESADO","EVENTUAL","1"
"0","OPERADOR DE EQUIPO PESADO - (A)","EVENTUAL","1"
"0","OPERADOR DE EQUIPO PESADO - CAMION CISTERNA","EVENTUAL","2"
"0","OPERADOR DE EQUIPO PESADO I - E1","CONSULTOR","1"
"0","OPERADOR DE EQUIPO PESADO I - E2","CONSULTOR","1"
"0","OPERADOR EQUIPO PESADO-CAMION COMPRESOR","EVENTUAL","1"
"0","OPERADOR MAQUINARIA AGRICOLA 1 ","CONSULTOR","1"
"0","PASANTE","EVENTUAL","1"
"0","PERFORISTA BRIGADA II","EVENTUAL","1"
"0","PORTERO SERENO","CONSULTOR","1"
"0","PROFESIONAL ADMINISTRATIVO I","EVENTUAL","2"
"0","PROFESIONAL ADMINISTRATIVO III","CONSULTOR","1"
"0","PROFESIONAL ADMINISTRATIVO III - GESTION DE PROYECTOS","CONSULTOR","1"
"0","PROFESIONAL EN ARQUITECTURA","CONSULTOR","1"
"0","PROFESIONAL EN INGENIARIA II","CONSULTOR","1"
"0","PROFESIONAL EN INGENIERIA","CONSULTOR","1"
"0","PROFESIONAL EN INGENIERIA I ","CONSULTOR","3"
"0","PROFESIONAL EN INGENIERIA I - TECNICO A","CONSULTOR","1"
"0","PROFESIONAL EN INGENIERIA II","CONSULTOR/EVENTUAL","4"
"0","PROFESIONAL EN INGENIERIA II - INGENIERO CIVIL","CONSULTOR","2"
"0","PROFESIONAL ESPECIALISTA I","CONSULTOR","1"
"0","PROFESIONAL III - TECNICO ESPECIALISTA EN TECNOLOGIA, TECNICO DE LA GESTION DE LA INFORMACION","CONSULTOR","1"
"0","PROFESIONAL JURIDICO I","CONSULTOR/EVENTUAL","3"
"0","PROFESIONAL JURIDICO II","CONSULTOR/EVENTUAL","2"
"0","PROFESIONAL JURIDICO II (2)","CONSULTOR","1"
"0","PROFESIONAL TECNICO II - RESPONSABLE TECNICO","CONSULTOR","1"
"0","PROFESIONAL TECNICO II - SUPERVISOR DE PERFORACION","CONSULTOR","1"
"0","PROFESIONAL TECNICO III","CONSULTOR/EVENTUAL","2"
"0","PROFESIONAL TECNICO III (INGENIERO CIVIL Y/O ARQUITECTO)","CONSULTOR","1"
"0","PROFESIONAL TECNICO III - (A)","CONSULTOR","1"
"0","PROFESIONAL TECNICO III - (B)","CONSULTOR","1"
"0","PROFESIONAL TECNICO III - AGRONOMO","CONSULTOR","1"
"0","PROFESIONAL TECNICO III - AGRONOMO 2","CONSULTOR","1"
"0","PROFESIONAL TECNICO III - AGRONOMO I","CONSULTOR","1"
"0","PROFESIONAL TECNICO III - CONTROL DE TRANCA FRONTERA","CONSULTOR","3"
"0","PROFESIONAL TECNICO III - CONTROL DE TRANCA FRONTERA (8)","CONSULTOR","1"
"0","PROFESIONAL TECNICO III - CONTROL DE TRANCAS FRONTERA","CONSULTOR","1"
"0","PROFESIONAL TECNICO III - CONTROL DE TRANCAS FRONTERA(4)","CONSULTOR","1"
"0","PROFESIONAL TECNICO III - CONTROL FRONTERA","CONSULTOR","2"
"0","PROFESIONAL TECNICO III - ING SISTEMAS","CONSULTOR","1"
"0","PROFESIONAL TECNICO III - INGENIERO AGRONOMO (TECNICO DE PRODUCCION EN INVERNADERO)","CONSULTOR","1"
"0","PROFESIONAL TECNICO III - INGENIERO AGRONOMO A","CONSULTOR","1"
"0","PROFESIONAL TECNICO III - INGENIERO AGRONOMO B","CONSULTOR","1"
"0","PROFESIONAL TECNICO III - INGENIERO AGRONOMO TECNICO CAMPO (A)","CONSULTOR","1"
"0","PROFESIONAL TECNICO III - INGENIERO AGRONOMO TECNICO CAMPO (B)","CONSULTOR","1"
"0","PROFESIONAL TECNICO III - MONITOREO E INNOVACION","CONSULTOR","1"
"0","PROFESIONAL TECNICO III - OPERATIVO DE CONTROL DE NIM Y/O NIAR","CONSULTOR","1"
"0","PROFESIONAL TECNICO III - OPERATIVO DE CONTROL DE PESO","CONSULTOR","1"
"0","PROFESIONAL TECNICO III - REVISION DE LIBROS DE COMPRAS Y VENTAS BRUTAS - CONTROL RM(1)","CONSULTOR","1"
"0","PROFESIONAL TECNICO III - REVISION DE LIBROS DE COMPRAS Y VENTAS BRUTAS - CONTROL RM(2)","CONSULTOR","1"
"0","PROFESIONAL TECNICO III - REVISION DE LIBROS DE COMPRAS Y VENTAS BRUTAS - CONTROL RM(3)","CONSULTOR","1"
"0","PROFESIONAL TECNICO III - SOCIOECONOMICO Y ADMINISTRATIVO","CONSULTOR","1"
"0","PROFESIONAL TECNICO III - TECNICO DE DESARROLLO DE CAPACIDADES","CONSULTOR","1"
"0","PROFESIONAL TECNICO III - TECNICO ESPECIALISTA MARKETING SUPERVISOR DE PUBLICIDAD, GESTION DE PATROCINIO","CONSULTOR","1"
"0","PROFESIONAL TECNICO III � CONTROL DE TRANCAS FRONTERA","CONSULTOR","1"
"0","PROFESIONAL T�CNICO III � CONTROL DE TRANCAS FRONTERA (1)","CONSULTOR","1"
"0","PROFESIONAL TECNICO III-1","CONSULTOR","1"
"0","PROFESIONAL TECNICO IV - ADMINISTRACION Y GESTION COMERCIAL","CONSULTOR","1"
"0","PSICOLOGO","CONSULTOR","2"
"0","RESPONSABLE DE LA UNIDAD ADMINISTRATIVA Y FINANCIERA SEDES ORURO","REGULAR","1"
"0","RESPONSABLE DE PROGRAMA","CONSULTOR/EVENTUAL","4"
"0","RESPONSABLE DE PROGRAMA - EDUCACION AMBIENTAL INTEGRAL (a.i.)","CONSULTOR","1"
"0","RESPONSABLE DE PROYECTO","EVENTUAL","1"
"0","RESPONSABLE DE PROYECTO II","EVENTUAL","6"
"0","SUPERVISOR DE OBRA Y/O PROYECTOS 1-B - ESTRUCTURAS","CONSULTOR","1"
"0","SUPERVISOR DE OBRAS Y/O PROYECTOS  I","CONSULTOR","1"
"0","SUPERVISOR DE OBRAS Y/O PROYECTOS I","CONSULTOR","1"
"0","SUPERVISOR DE OBRAS Y/O PROYECTOS I - ESTRUCTURISTA","CONSULTOR","1"
"0","SUPERVISOR DE OBRAS Y/O PROYECTOS II","CONSULTOR","1"
"0","TECNICO DE SEGUIMIENTO Y MONITOREO","CONSULTOR","1"
"0","TECNICO DE SEGUIMIENTO Y MONITOREO I","EVENTUAL","1"
"0","TECNICO DE SEGUIMIENTO Y MONITOREO II","CONSULTOR/EVENTUAL","9"
"0","TECNICO EN COMUNICACION","CONSULTOR","2"
"0","TECNICO EN TURISMO","CONSULTOR","1"
"0","TECNICO IV - AGRONOMO","CONSULTOR","1"
"0","TECNICO MEDIO III","CONSULTOR","1"
"0","TECNICO SUPERIOR I","CONSULTOR","2"
"0","TECNICO SUPERIOR I - CONTROL DE TRANCA DEPARTAMENTAL","CONSULTOR","5"
"0","TECNICO SUPERIOR I - CONTROL DE TRANCA DEPARTAMENTAL (2)","CONSULTOR","1"
"0","TECNICO SUPERIOR I - CONTROL DEPARTAMENTAL","CONSULTOR","6"
"0","TECNICO SUPERIOR I - CONTROL TRANCA DEPARTAMENTAL","CONSULTOR","1"
"0","T�CNICO SUPERIOR I - T�CNICO DE SEGUIMIENTO Y CONTROL","REGULAR","1"
"0","TECNICO SUPERIOR I - TECNICO DE SOPORTE","CONSULTOR","1"
"0","T�CNICO SUPERIOR I � CONTROL DE TRANCA DEPARTAMENTAL (5)","CONSULTOR","1"
"0","T�CNICO SUPERIOR I � CONTROL DE TRANCA DEPARTAMENTAL (7)","CONSULTOR","1"
"0","T�CNICO SUPERIOR I � CONTROL DE TRANCA DEPARTAMENTAL (8)","CONSULTOR","1"
"0","TECNICO SUPERIOR II - ELECTRIFICACION","CONSULTOR","1"
"0","TECNICO SUPERIOR III - ADMINISTRATIVO","CONSULTOR","1"
"0","TECNICO SUPERIOR IV","EVENTUAL","1"
"0","TECNICO SUPERIOR IV - COMUNICADOR","CONSULTOR","1"
"0","TECNICO SUPERIOR V","EVENTUAL","1"
"0","TECNICO SUPERIOR V - ALMACENERO","CONSULTOR","1"
"0","TECNICO SUPERIOR V - CIVIL","EVENTUAL","1"
"0","TECNICO SUPERIOR V - ELECTRICO","EVENTUAL","1"
"0","TECNICO SUPERIOR V - TECNICO AUXILIAR CONTABLE","CONSULTOR","1"
"0","TECNICO SUPERIRO IV ","CONSULTOR","1"
"0","TECNICO VIVERISTA","CONSULTOR","1"
"0","TECNICO VIVERISTA - (A)","CONSULTOR","1"
"0","TECNICO VIVERISTA - (B)","CONSULTOR","1"
"0","TECNICO VIVERISTA - (C)","CONSULTOR","1"
"0","TOPOGRAFO","CONSULTOR","2"
"0","TRABAJADORA SOCIAL","CONSULTOR","1"
